title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Agni Devi",movie,"Crime, Drama",2019,tt9319880,5,86,US
"Her Only Choice",movie,Drama,2018,tt8879666,5.6,192,US
"The Wrong Todd",movie,"Comedy, Sci-Fi",2018,tt8703882,5.6,315,US
"Click & Collect",movie,Comedy,2018,tt9217716,6.8,3817,"CA, US"
"Mad Heidi",movie,"Action, Adventure, Comedy",2022,tt2943178,5.5,4569,"AU, CA"
"Casey Anthony: Her Friends Speak",movie,Documentary,2018,tt9342534,6.8,22,US
"The Burnt Orange Heresy",movie,"Drama, Mystery, Thriller",2019,tt8342680,6.1,6390,US
"Grace and Goliath",movie,Drama,2018,tt7097722,6.5,219,US
"Because You're Mine",movie,Drama,2019,tt9178064,7.3,234,DE
"American Hangman",movie,"Crime, Mystery, Thriller",2019,tt8975028,5.9,3971,"CA, US"
"The Dry",movie,"Crime, Drama, Mystery",2020,tt5144174,6.8,35508,"CA, US"
"The Show",movie,"Drama, Fantasy, Mystery",2020,tt9165824,5.7,1411,US
"Pegasus: Pony with a Broken Wing",movie,Family,2019,tt5757874,3.4,164,US
"Bixler High Private Eye",movie,"Adventure, Comedy, Family",2019,tt9173364,6,529,"AT, AU, CA, CH, DE, FR, GB, IE, IT, US"
"Snake Eyes",movie,"Action, Adventure, Crime",2021,tt8404256,5.4,45627,"CA, CL, CO, MX, US"
"Love in Vienna",movie,"Comedy, Drama, Romance",2018,tt9452652,5.6,120,DE
"Almost Almost Famous",movie,"Documentary, Musical",2018,tt8548282,6.5,16,"GB, US"
"Making Babies",movie,Comedy,2018,tt6644632,5.6,869,US
"The Queens",movie,Documentary,2018,tt7970544,8.5,15,"CA, US"
Ganagandharvan,movie,"Comedy, Drama, Music",2019,tt9354674,5.8,813,IN
"Jean Paul Gaultier: Freak and Chic",movie,Documentary,2018,tt10374438,6.2,64,DE
"Natoker Moto: Like a Play",movie,Drama,2015,tt4614362,7.6,43,"AU, IN, US"
vandi,movie,Family,2018,tt7963996,6.4,76,IN
"Meine Mutter spielt verrückt",movie,"Comedy, Drama",2019,tt9011176,5.3,44,DE
"Winter Castle",movie,"Drama, Family, Romance",2019,tt9287492,6.5,2037,US
"One Winter Proposal",movie,"Comedy, Romance",2019,tt9534518,6.6,1516,US
SnowComing,movie,"Adventure, Family, Romance",2019,tt9323966,6.4,1429,US
"A Winter Princess",movie,Romance,2019,tt9556730,6.4,2142,US
"Winter Love Story",movie,Romance,2019,tt9556756,6.9,2054,US
"Happy Log",movie,"Action, Adventure, Drama",2016,tt2499358,5.5,77,US
"Rise of the Footsoldier: The Heist",movie,"Action, Comedy, Crime",2019,tt8769300,5.6,2110,"GB, IE"
"The Moon",movie,Horror,2018,,,,US
Pornomochi,movie,"Crime, Drama",2018,tt8142712,6.1,242,"AU, IN"
"The Closet",movie,"Horror, Mystery",2020,tt11727052,5.7,2735,CA
"Beasts Clawing at Straws",movie,"Crime, Drama, Thriller",2020,tt9747594,7,5802,GB
"Shobdo Kolpo Droom",movie,Drama,2018,tt8665816,4.8,15,US
"The Last Hangover",movie,"Comedy, Short",2018,tt9476490,6.4,2446,BR
"The Wrong Patient",movie,Thriller,2018,tt8771590,5,500,US
"Ruby Herring Mysteries: Silent Witness",movie,"Crime, Mystery",2019,tt9466236,6.3,1196,US
"Deadly Patient",movie,Thriller,2018,tt8084572,4.9,353,US
"How to Build a Girl",movie,Comedy,2019,tt4193072,6,5231,"CA, US"
"The Least of These: The Graham Staines Story",movie,Drama,2019,tt9376172,5.8,969,US
Impetigore,movie,"Horror, Mystery, Thriller",2019,tt9000302,6.6,7917,"AU, CA, US"
"Ron Funches: Giggle Fit",movie,Comedy,2019,tt9618280,6.2,130,"AU, US"
"Family Album",movie,Drama,2015,tt4675974,5.2,180,"AU, IN, US"
"Bist du glücklich?",movie,"Drama, Romance",2018,tt8599904,7.1,116,DE
"The Outside Story",movie,Drama,2020,tt9350934,6.5,692,US
"The Banishing",movie,"Horror, Mystery, Thriller",2020,tt7329642,4.5,2902,"AU, CA, US"
"James Davis: Live from the Town",movie,Comedy,2019,tt9662980,6.2,25,US
"The Ghoul Log",movie,"Horror, Family",2018,,,,"AU, CA, US"
"Alte Bande",movie,"Comedy, Crime",2019,tt10943226,5.9,66,DE
"Silver Strand",movie,"Action, Drama, Romance",1995,tt0114449,4.8,299,US
"Here Comes Hell",movie,"Comedy, Horror",2019,tt7947624,5,1023,CA
"Gunpowder Milkshake",movie,"Action, Crime, Thriller",2021,tt8368408,6.1,52772,IN
"Fireball: Visitors from Darker Worlds",movie,Documentary,2020,tt9203832,7,3818,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Horror Noire: A History of Black Horror",movie,Documentary,2019,tt9567548,7.5,2143,"CA, US"
"Death of a Cheerleader",movie,"Crime, Drama, Thriller",2019,tt9165642,5.1,573,US
"To Every Nation: The Witness Trilogy",movie,Animation,2017,tt8873842,7.9,23,US
"The Operative",movie,"Action, Drama, Mystery",2019,tt8000718,5.8,7779,IN
Harpoon,movie,"Comedy, Horror, Thriller",2019,tt7831358,5.9,6336,CA
Piranhas,movie,"Crime, Drama",2019,tt8740778,6.5,5421,DE
Lampenfieber,movie,"Documentary, Music",2019,tt9638532,6.6,16,DE
"Valentine in the Vineyard",movie,"Comedy, Romance",2019,tt9556850,6.2,1231,US
"Love, Romance, & Chocolate",movie,Romance,2019,tt9552488,6.8,2192,US
"The Job",movie,"Crime, Drama, Thriller",2019,tt9760514,6,180,DE
Juvva,movie,"Action, Comedy, Drama",2018,tt8108214,4.1,24,"IN, US"
"Fall Girls",movie,Comedy,2019,tt9033386,3.9,287,US
"Gretchen Carlson: Breaking the Silence",movie,Documentary,2019,tt8558952,,,US
"The Long Walk",movie,"Drama, Horror, Mystery",2019,tt6800268,6.9,714,CA
Arivumani,movie,Drama,2004,,,,US
"How to Be a Good Wife",movie,"Comedy, Drama",2020,tt10441958,5.8,2286,DE
"On the Rocks",movie,"Comedy, Drama, Romance",2020,tt9606374,6.4,37445,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, US, VE, ZA"
"The Days to Come",movie,"Drama, Romance",2019,tt7605702,6.8,919,CA
"An Easy Girl",movie,"Comedy, Drama",2019,tt9632590,5.6,6413,FR
"Knives and Skin",movie,"Drama, Mystery, Thriller",2019,tt8234892,5.2,1147,"CA, US"
"Casablanca Beats",movie,"Drama, Music",2021,tt14773800,5.9,595,GB
"The Body Remembers When the World Broke Open",movie,Drama,2019,tt8230872,6.9,892,CA
"Sword of Trust",movie,"Comedy, Drama",2019,tt8484012,6.3,4192,"CA, US"
Alice,movie,"Comedy, Drama, Romance",2019,tt9120416,6.5,1404,GB
"Faut-il arrêter de manger les animaux?",movie,Documentary,2018,tt8260044,7.4,21,"CA, US"
Bait,movie,Drama,2019,tt9652782,7.1,5424,GB
"I Got the Hook Up 2",movie,Comedy,2019,tt8228884,3.1,444,US
"Newton's Grace",movie,"Biography, Drama, History",2017,tt2791334,6.2,65,US
"Chris Distefano: Size 38 Waist",movie,Comedy,2019,tt10942332,6.9,122,"AU, US"
Lara,movie,"Drama, Music",2019,tt7275830,7,2653,DE
"Hell on the Border",movie,"Adventure, Biography, Western",2019,tt8652584,4.6,2129,"BR, CL, CO, IN, MX"
"Come As You Are",movie,"Comedy, Drama",2019,tt6722726,7.1,4559,US
"The Story of Us",movie,"Comedy, Romance",2019,tt9602544,6.3,1478,US
"Jim Allison: Breakthrough",movie,Documentary,2019,tt9617570,7.6,235,DE
"Chithegu Chinthe",movie,Comedy,1978,tt0310886,7.6,7,"IN, US"
"Mystery 101",movie,"Crime, Drama, Mystery",2019,tt9679608,7.2,3069,US
"Flesh Out",movie,Drama,2019,tt8096842,7.2,262,DE
"Iddaru Iddare",movie,Drama,1990,tt1504407,7.5,35,"IN, US"
"Murali Krishnudu",movie,"Action, Comedy, Romance",2008,tt0779746,8.6,252,"IN, US"
"Love on the Menu",movie,Romance,2019,tt9695612,6.8,1560,US
"Deep Ocean: Descent into the Mariana Trench",movie,Documentary,2018,,,,GB
"Black and Blue",movie,"Action, Thriller",2019,tt7390646,6.4,27460,US
"Bhagshesh: The Remainder",movie,"Drama, Family",2018,tt7558572,6.4,32,"AU, IN, US"
"Dating to Kill",movie,Thriller,2019,tt8351452,4.9,439,US
"David Attenborough's Tasmania",movie,Documentary,2018,tt9018542,7.6,323,AU
Anukul,movie,"Drama, Sci-Fi, Short",2017,tt7493710,7.6,439,IN
"Those Who Wish Me Dead",movie,"Action, Drama, Thriller",2021,tt3215824,6,74475,US
"Kühn hat zu tun",movie,"Crime, Drama",2019,tt8875992,5.4,53,DE
"Tomorrow's a New Day",movie,"Comedy, Drama",2019,tt8664050,6.7,1023,IT
"Days of the Bagnold Summer",movie,"Comedy, Drama, Music",2019,tt7343740,6.5,2651,GB
Stardust,movie,"Biography, Drama, Music",2020,tt9694312,4.4,2344,US
"Mudda Mandaram",movie,"Drama, Romance",1981,,,,"IN, US"
Nelavanka,movie,"Drama, Romance",1983,,,,"IN, US"
"Aerial New Zealand",movie,Documentary,2017,tt7188410,7.6,113,"AT, CH, DE, FR, GB, IE, IT, US"
"Aerial Ireland",movie,Documentary,2017,tt9226576,7.9,145,"AT, CH, DE, FR, GB, IE, IT, US"
"All the Colors of Giallo",movie,"Documentary, Horror",2019,tt9703854,6.6,449,"CA, US"
"T-Rex: An Evolutionary Journey",movie,Documentary,2016,tt11551664,5.8,57,"GB, US"
Superdeep,movie,"Horror, Sci-Fi, Thriller",2020,tt11815960,4.9,5966,"AU, CA, US"
"Rogan Josh",movie,"Drama, Mystery, Short",2018,tt8133516,7.7,380,IN
"Another Round",movie,Drama,2020,tt10288566,7.7,203959,"CA, GB"
"Bears Love Me!",movie,Family,2019,tt8690510,7,75,DE
"Kalliyankattu Neeli",movie,Horror,1979,tt0332170,5.7,14,"IN, US"
"Girl on the Third Floor",movie,"Drama, Horror, Mystery",2019,tt9026184,4.7,11391,"CA, US"
"I Am Richard Pryor",movie,"Biography, Documentary",2019,tt9135004,6.7,504,US
"Wassup! Zindagi",movie,"Comedy, Drama",2017,tt7170858,8.9,47,"IN, US"
"Zulu Summer",movie,Documentary,2019,tt8998220,8,52,CA
"The Green Book: Guide to Freedom",movie,"Documentary, History",2019,tt9758270,8.2,1080,US
"The Goddamn Comedy Jam",movie,"Comedy, Music",2016,tt6502106,6.5,15,"AU, US"
"Flip That Romance",movie,Romance,2019,tt9747392,6.4,1682,US
"Love Under the Rainbow",movie,Romance,2019,tt8587730,6.5,1146,US
Peninsula,movie,"Action, Horror, Thriller",2020,tt8850222,5.5,39374,"CA, US"
"Emma Fielding Mysteries: More Bitter Than Death",movie,"Crime, Mystery",2019,tt9794314,6.4,771,US
King,movie,"Comedy, Drama",1984,tt0498748,8.1,14,"CA, US"
"Charlotte Link - Im Tal des Fuchses",movie,"Crime, Drama, Mystery",2020,tt8558290,5.6,94,DE
Metamorphosis,movie,"Horror, Thriller",2019,tt10800758,5.9,1794,"CA, US"
"Persian Lessons",movie,"Drama, War",2020,tt9738784,7.4,13034,"AR, BR, CL, CO, MX"
"The Misfits",movie,"Action, Adventure, Comedy",2021,tt4876134,4.5,14147,IN
"Faith, Hope & Love",movie,"Comedy, Romance",2019,tt8310924,6.4,1276,US
"Random Acts of Violence",movie,Horror,2019,tt1925493,5.2,3098,"AU, US"
Oskar,movie,"Comedy, Family",2018,tt7468512,5.4,39,"IN, US"
"13 Fanboy",movie,Horror,2021,tt9077876,3.9,1360,US
"The Last Champion",movie,"Drama, Family, Sport",2020,tt5689056,7,858,US
Attimari,movie,"Action, Thriller",1981,tt0291738,5.6,24,"IN, US"
"Chronicle Mysteries: The Wrong Man",movie,"Crime, Mystery",2019,tt9814988,6.8,869,US
"Straight Edge Kegger",movie,"Horror, Thriller",2019,tt7608380,4.4,409,CA
"Hello Madras Girl",movie,"Action, Drama",1983,tt0215838,5.6,22,"IN, US"
Kolakomban,movie,"Action, Drama",1983,tt0292062,5.3,20,"AU, IN, US"
Himavahini,movie,Drama,1983,tt0215844,6.2,21,"IN, US"
Deerskin,movie,"Comedy, Horror",2019,tt8193790,6.6,12149,AU
Sisters,movie,Drama,2020,tt8832052,5.3,185,DE
"Pavam Poornima",movie,Crime,1984,tt0269699,6.5,22,"IN, US"
"The House Next Door: Meet the Blacks 2",movie,"Action, Comedy, Horror",2021,tt7524444,4.1,2407,US
"Lakshmana Rekha",movie,Drama,1984,tt0269462,7.2,41,"IN, US"
Manasariyathe,movie,"Crime, Drama, Horror",1984,tt0292091,6.1,37,"IN, US"
"Scappo a casa",movie,Comedy,2019,tt8769828,4.8,480,IT
"Someone, Somewhere",movie,"Comedy, Drama, Romance",2019,tt10407272,6.6,5509,DE
"Heavens to Betsy 2",movie,Comedy,2019,tt8191944,6.8,59,US
"Chronicle Mysteries: Vines That Bind",movie,Mystery,2019,tt9876822,6.8,837,US
"Just Add Romance",movie,"Comedy, Drama, Romance",2019,tt9759926,6.4,1705,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, VE"
"Love to the Rescue",movie,Romance,2019,tt9759918,7,1546,US
"True Love Blooms",movie,"Comedy, Romance",2019,tt9759938,6.2,999,US
"Mulamoottil Adima",movie,Action,1985,tt0275535,7.2,29,"IN, US"
"0.0 Mhz",movie,Horror,2019,tt10341248,4.9,1236,"AU, CA, US"
"Minchina Ota",movie,,2008,,,,US
"Escape Room: Tournament of Champions",movie,"Action, Adventure, Horror",2021,tt9844522,5.7,62362,US
"Clifford the Big Red Dog",movie,"Adventure, Comedy, Family",2021,tt2397461,5.9,17630,US
"I Am Somebody's Child: The Regina Louise Story",movie,Drama,2019,tt9053916,7.5,610,US
"Pareshaan Parinda",movie,"Action, Romance",2018,tt7884086,5.8,16,"AU, IN, US"
Luck,movie,"Adventure, Animation, Comedy",2022,tt7214954,6.4,31058,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Agnee,movie,"Action, Drama, Romance",1988,tt0247915,5.1,46,"IN, US"
"The Ex Next Door",movie,Thriller,2019,tt8863428,4.8,429,US
"Kuch Pal Pyar Ke",movie,Drama,2018,tt8491220,4.6,28,"AU, IN, US"
"Escape to the Great Dismal Swamp",movie,"Documentary, Short",2018,tt8262592,5.9,20,US
"Incredible Animal Moments",movie,Documentary,2019,,,,US
Clementine,movie,Drama,2019,tt7311036,5.1,1088,IN
Swallow,movie,"Drama, Thriller",2019,tt8372298,6.5,29559,US
"In Search of Darkness",movie,"Documentary, Horror",2019,tt9442842,8,3884,AU
Bliss,movie,"Drama, Horror, Mystery",2019,tt9026524,5.9,5916,ES
"Come to Daddy",movie,"Comedy, Mystery, Thriller",2019,tt8816194,6,20976,"AR, AU, BR, CA, CL, CO, MX"
"After Midnight",movie,"Drama, Horror, Romance",2019,tt8358220,5.4,4965,US
"A Brush with Love",movie,Romance,2019,tt9783876,6.2,1402,US
"Bottled with Love",movie,"Drama, Romance",2019,tt9876408,7,2931,US
"Easter Under Wraps",movie,"Adventure, Animation, Comedy",2019,tt9876418,6.4,1403,US
"Das Hörrohr",movie,Comedy,2006,tt1585254,,,DE
"The Mountain Lion and Me",movie,Documentary,2018,tt8243908,7.5,35,US
"My Journey with a Polar Bear",movie,Documentary,2019,tt9800076,,,US
"The Reckoning",movie,"Adventure, Drama, Horror",2020,tt9182964,4.8,3921,"AU, CA, US"
Lucky,movie,"Adventure, Animation, Comedy",2019,tt9803152,6.1,97,"AU, CA, US"
"Suburban Swingers Club",movie,Drama,2019,tt9815588,5.1,282,US
"Die Freundin meiner Mutter",movie,"Comedy, Romance",2019,tt8892852,5.7,99,DE
Infection,movie,"Horror, Thriller",2019,tt6022266,5.1,1479,ES
"Norddeutschland bei Nacht",movie,Documentary,2019,,,,DE
"The Rental",movie,"Drama, Horror, Mystery",2020,tt10003008,5.7,40256,"IN, US"
"Black Wings",movie,"Biography, Documentary, History",2012,tt6157542,7.5,23,"AR, AT, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GT, HN, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Seizing Justice: The Greensboro 4",movie,Documentary,2010,tt3122196,7.9,27,"AU, US"
"An Accidental Studio",movie,Documentary,2019,tt4843040,7.1,369,"CA, US"
"Kashmir Daily",movie,"Drama, Thriller",2018,tt5436698,7.3,28,US
"Even Mice Belong in Heaven",movie,"Adventure, Animation, Comedy",2021,tt3804810,6.7,818,US
"Being Poirot",movie,Documentary,2013,tt3390600,8.5,411,"AU, NO"
Paharganj,movie,"Crime, Drama, Mystery",2019,tt7624840,3.8,2431,IN
"Hoyto Manush Noy",movie,Drama,2018,tt8156962,4.9,23,"IN, US"
Nartakee,movie,Drama,1963,tt0057356,7.4,21,"IN, US"
"A Call to Spy",movie,"Biography, Crime, Drama",2019,tt7698468,6.7,9571,"CA, US"
Pattipulam,movie,Comedy,2019,tt10084394,4.9,15,"AU, IN, US"
"The Nutcracker and the Magic Flute",movie,"Animation, Family, Fantasy",2022,tt11006950,5.3,274,US
PawParazzi,movie,Family,2019,tt7188014,3.9,109,US
"Rose Plays Julie",movie,"Drama, Mystery",2019,tt8917170,6.5,1678,"CA, GB"
Colewell,movie,Drama,2019,tt9275046,6.3,625,US
Trance,movie,"Drama, Thriller",2020,tt6720802,7.3,8911,IN
"Love Takes Flight",movie,Romance,2019,tt9876426,7,1635,US
"Aurora Teagarden Mysteries: A Game of Cat and Mouse",movie,"Crime, Mystery",2019,tt9759864,7.1,1244,US
"Aurora Teagarden Mysteries: An Inheritance to Die For",movie,"Crime, Mystery",2019,tt9703326,7,1281,US
"Aurora Teagarden Mysteries: A Very Foul Play",movie,Mystery,2019,tt9759872,7,1293,US
"Crystal City",movie,Documentary,2019,tt9001652,6.6,144,"CA, US"
"Love and Monsters",movie,"Action, Adventure, Comedy",2020,tt2222042,6.9,149585,US
"The Queen of Black Magic",movie,"Drama, Horror, Mystery",2019,tt10656188,6.5,3352,"AU, CA, US"
Armstrong,movie,"Biography, Documentary",2019,tt9395794,7.1,1071,US
"The Craft: Legacy",movie,"Drama, Fantasy, Horror",2020,tt4685762,4.6,17331,US
"Club Of The Lonely Hearts",movie,"Comedy, Drama",2019,tt8594680,6.2,63,DE
"The Tragedy of Macbeth",movie,"Drama, Mystery, Thriller",2021,tt10095582,7.1,40898,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, US, VE, ZA"
"Gun Trucks of Vietnam",movie,"Documentary, War",2018,,,,"AU, US"
"Smithsonian Time Capsule: 1968",movie,Documentary,2018,,,,AU
"Waco: The Longest Siege",movie,Documentary,2018,,,,"AU, US"
"Wolf vs Bear",movie,Documentary,2018,tt8924846,7.2,37,US
"Resham Ki Dori",movie,"Drama, Family",1974,tt0155106,7.2,83,"IN, US"
"Blood Quantum",movie,"Drama, Horror",2019,tt7394674,5.6,5627,"AU, US"
Chanda,movie,Drama,2007,tt14283564,5.1,9,"IN, US"
"My Hero Academia: Heroes Rising",movie,"Action, Adventure, Animation",2019,tt11107074,7.8,10502,US
"Marudhar Express",movie,"Drama, Romance",2019,tt7871054,4.9,3002,IN
Embattled,movie,"Action, Drama, Sport",2020,tt6539992,6.5,3840,"CA, US"
"Cowboy & Indiana",movie,Drama,2018,tt7177250,5.4,172,US
"My Spy",movie,"Action, Comedy",2020,tt8242084,6.4,38333,IN
"Mass Hysteria",movie,"Comedy, Horror",2019,tt7569226,5.1,327,CA
"You Don't Nomi",movie,Documentary,2019,tt10011412,6.7,1304,US
"Yellow Rose",movie,"Drama, Music",2019,tt6862538,6.6,1358,US
"Killer in Red",movie,"Drama, Thriller",2018,tt8555260,4.5,368,US
Tundra,movie,Adventure,1936,tt0028422,6.4,46,US
"Pororo 5: Treasure Island Adventure",movie,"Adventure, Animation, Fantasy",2019,tt10156426,6.3,43,US
"Marutirtha Hinglaj",movie,Adventure,1959,tt0053052,8.1,71,AU
"The Long Goodbye-The Kara Tippetts Story",movie,Documentary,2019,tt9853992,8,55,US
Natudu,movie,"Romance, Thriller",,,,,"IN, US"
"New Homeland",movie,Documentary,2018,tt9177092,7.2,51,CA
"Morning Show Mysteries: A Murder in Mind",movie,Mystery,2019,tt9822254,6.5,528,US
"Morning Show Mysteries: Countdown to Murder",movie,Mystery,2019,tt10189570,6.4,486,US
"Morning Show Mysteries: Death by Design",movie,Mystery,2019,tt10228590,6.5,478,US
"Hailey Dean Mysteries: A Prescription for Murder",movie,"Crime, Mystery",2019,tt10244898,6.8,685,US
"La Joconde dévoilée",movie,"Documentary, History",2012,,,,DE
"Paris, Wine & Romance",movie,Romance,2019,tt10136826,6.8,1631,US
"A Feeling of Home",movie,Romance,2019,tt10136840,6,1165,US
"Sailing Into Love",movie,"Drama, Romance",2019,tt10136854,6.5,1734,US
"Love in the Sun",movie,Romance,2019,tt10136864,5.4,1149,US
Sputnik,movie,"Drama, Horror, Mystery",2020,tt11905962,6.4,28054,"CA, US"
"Play or Die",movie,"Horror, Mystery, Thriller",2019,tt9537532,3.7,1942,"AR, BR, CL, CO, MX"
Causeway,movie,Drama,2022,tt10192406,6.6,24108,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, US, VE, ZA"
"Jack the Ripper - The Case Reopened",movie,"Crime, Documentary, History",2019,tt10135170,6.7,205,AU
"Oru Yamandan Premakadha",movie,"Comedy, Drama, Romance",2019,tt8667334,5.1,1408,"AU, IN"
"The Climb",movie,"Comedy, Drama",2019,tt8637440,6.7,5238,US
Bull,movie,Drama,2019,tt10008784,6.3,4178,US
"Two Sisters",movie,"Drama, Horror, Mystery",2019,tt9777462,6.1,80,ES
"Fulci for fake",movie,"Biography, Documentary",2019,tt10166642,6.6,527,"CA, US"
"A White, White Day",movie,"Drama, Mystery, Thriller",2019,tt9801736,6.6,6038,GB
"International Falls",movie,Comedy,2019,tt5117326,5.9,672,US
"I Almost Married a Serial Killer",movie,Thriller,2019,tt10144748,5,251,US
"When we Met",movie,"Horror, Short",2018,tt8714856,,,US
"Coming Out",movie,"Comedy, Drama",1979,tt0078985,7.8,38,"CA, US"
Bhayam,movie,Horror,2007,tt4848430,3,33,"IN, US"
"17 Blocks",movie,Documentary,2019,tt10011226,7.4,301,CA
"Pinocchio: A True Story",movie,"Animation, Family, Fantasy",2021,tt8480678,3.3,1864,US
"The Greatest Beer Run Ever",movie,"Adventure, Drama, War",2022,tt10268488,6.8,30860,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Nenjirukkum Varai",movie,"Romance, Drama",2006,,,,US
Alifa,movie,,2018,,,,"IN, US"
"The Tiger's Apprentice",movie,"Action, Adventure, Animation",2024,tt5834410,5.7,1932,"AT, AU, CH, DE, FR, GB, IE, IT, US"
"Life Without Basketball",movie,"Biography, Documentary, Sport",2019,tt8521460,7.1,32,CA
"Disappearance at Clifton Hill",movie,"Drama, Mystery, Thriller",2019,tt5919756,5.4,5251,US
"Big Trip 2: Special Delivery",movie,"Adventure, Animation, Comedy",2022,tt9719256,5.1,604,US
"The Immortal",movie,"Crime, Drama, Thriller",2019,tt9048786,6.8,7676,IN
"Sid & Judy",movie,"Biography, Documentary, History",2019,tt10267396,7.4,579,US
"French Exit",movie,"Comedy, Drama",2020,tt10279362,5.9,9095,US
Rattlesnakes,movie,Thriller,2019,tt9144756,5.5,518,US
"Project Ithaca",movie,"Horror, Sci-Fi, Thriller",2019,tt6490930,4.1,1739,US
Verotika,movie,Horror,2019,tt9425078,1.9,2044,US
"Legacy of Lies",movie,"Action, Thriller",2020,tt6834916,5.1,4454,US
"Between Two Worlds",movie,Drama,2021,tt10088984,6.9,2540,GB
"From Friend to Fiancé",movie,"Drama, Romance",2019,tt8746226,6.2,1915,US
"After the Storm",movie,Romance,2019,tt9247926,5.5,584,US
"Thicker Than Water",movie,Thriller,2019,tt8955144,5,846,US
"Drawn This Way",movie,"Animation, Biography, Comedy",2019,tt7311546,3.5,86,"CA, US"
"Death on the Beach",movie,"Drama, Horror, Thriller",1991,tt1460015,5.3,84,"CA, US"
"Hunting the Nazi Gold Train",movie,Documentary,2016,tt7156618,5.7,51,US
"A Very Country Wedding",movie,Romance,2019,tt9386068,5.9,613,US
"Ek Aur Ek Gyarah",movie,"Action, Thriller",1981,tt0359213,6.2,64,"AU, IN, US"
"16 Shots",movie,Documentary,2019,tt10331828,7.2,624,US
"Warning: Do Not Play",movie,"Horror, Mystery",2019,tt10801398,5.3,1303,US
"Castro's Secret Reef",movie,Documentary,2016,tt8465862,7.3,30,US
"Ekkees Tareekh Shubh Muhurat",movie,"Comedy, Drama",2018,tt7769346,5.4,1868,IN
Spiral,movie,"Horror, Mystery, Thriller",2021,tt10342730,5.2,71268,IN
"Bennett's War",movie,Sport,2019,tt7370952,6.1,1063,"BR, CL, CO, MX"
"Picture Perfect Mysteries: Newlywed and Dead",movie,"Crime, Mystery",2019,tt8582458,6.5,924,US
"Capital in the Twenty-First Century",movie,Documentary,2019,tt5723056,7.3,3086,DE
